Stats downloaded from DuzzaTip Script

player,team,opponent,year,round,kicks,handballs,marks,tackles,hitouts,ruckContests,freesFor,freesAgainst,goals,behinds,cbas,kickins,kickinsPlayon,tog,fantasyPoints,superCoachPoints,namedPosition
Gold Coast Player 2,Gold Coast,GWS,2025,3,22,4,10,6,0,0,0,0,1,2,1,0,0,75,136,134,Defender
Gold Coast Player 3,Gold Coast,GWS,2025,3,15,3,10,6,0,0,1,2,0,2,9,2,1,92,107,121,Ruck
Gold Coast Player 4,Gold Coast,GWS,2025,3,24,13,6,6,0,0,0,2,2,2,0,2,1,81,154,161,Midfielder
Gold Coast Player 5,Gold Coast,GWS,2025,3,6,3,4,2,0,0,1,0,2,1,6,2,0,81,57,64,Defender
GWS Player 1,GWS,Hawthorn,2025,3,16,10,10,2,8,28,1,1,0,0,9,0,1,91,114,118,Ruck
GWS Player 2,GWS,Hawthorn,2025,3,7,8,4,1,0,0,1,0,1,0,9,1,1,82,59,69,Ruck
GWS Player 3,GWS,Hawthorn,2025,3,21,12,6,6,0,0,2,0,0,1,2,2,0,80,130,130,Midfielder
GWS Player 4,GWS,Hawthorn,2025,3,11,17,5,7,0,0,2,2,1,1,5,0,1,93,117,120,Midfielder
GWS Player 5,GWS,Hawthorn,2025,3,17,9,5,2,0,0,0,1,2,1,4,0,1,91,105,106,Forward
Hawthorn Player 1,Hawthorn,Melbourne,2025,3,13,8,9,6,1,5,1,0,2,0,8,2,0,94,119,104,Midfielder
Hawthorn Player 2,Hawthorn,Melbourne,2025,3,15,9,9,1,0,0,2,2,1,0,7,2,0,83,100,107,Midfielder
Hawthorn Player 3,Hawthorn,Melbourne,2025,3,10,15,4,5,0,0,2,1,2,0,9,2,1,90,104,91,Defender
Hawthorn Player 4,Hawthorn,Melbourne,2025,3,11,13,2,8,0,0,0,1,0,2,5,1,0,81,99,108,Ruck
Hawthorn Player 5,Hawthorn,Melbourne,2025,3,14,7,8,7,0,0,2,0,0,0,5,0,1,90,108,115,Defender
Melbourne Player 1,Melbourne,North Melbourne,2025,3,9,14,6,2,3,16,2,0,0,2,9,0,0,75,86,97,Forward
Melbourne Player 2,Melbourne,North Melbourne,2025,3,5,10,5,7,0,0,0,1,2,0,5,2,1,91,90,94,Midfielder
Melbourne Player 3,Melbourne,North Melbourne,2025,3,6,10,6,1,0,0,2,2,1,1,0,2,0,94,67,73,Defender
Melbourne Player 4,Melbourne,North Melbourne,2025,3,14,11,1,2,0,0,2,1,0,0,4,0,1,90,75,79,Midfielder
Melbourne Player 5,Melbourne,North Melbourne,2025,3,21,7,6,6,0,0,0,0,1,1,8,1,1,84,126,112,Midfielder
North Melbourne Player 1,North Melbourne,Port Adelaide,2025,3,10,5,8,7,20,20,1,0,2,1,7,2,1,93,125,138,Defender
North Melbourne Player 2,North Melbourne,Port Adelaide,2025,3,18,15,10,2,0,0,0,1,2,0,4,1,0,92,134,127,Defender
North Melbourne Player 3,North Melbourne,Port Adelaide,2025,3,22,7,2,3,0,0,2,1,0,1,3,0,1,90,99,91,Ruck
North Melbourne Player 4,North Melbourne,Port Adelaide,2025,3,12,9,1,1,0,0,1,2,0,1,5,2,0,88,62,72,Defender
North Melbourne Player 5,North Melbourne,Port Adelaide,2025,3,22,15,2,5,0,0,2,1,1,2,4,1,0,89,130,115,Forward
Port Adelaide Player 1,Port Adelaide,Richmond,2025,3,16,11,8,6,19,32,2,0,0,0,2,1,1,87,137,149,Ruck
Port Adelaide Player 2,Port Adelaide,Richmond,2025,3,23,13,10,5,0,0,0,0,2,1,5,1,1,89,158,145,Midfielder
Port Adelaide Player 3,Port Adelaide,Richmond,2025,3,5,4,10,7,0,0,1,0,2,0,9,2,0,82,93,98,Ruck
Port Adelaide Player 4,Port Adelaide,Richmond,2025,3,8,14,5,8,0,0,2,1,1,0,7,0,1,88,105,110,Midfielder
Port Adelaide Player 5,Port Adelaide,Richmond,2025,3,6,13,8,5,0,0,1,2,2,1,2,1,0,78,101,90,Ruck
Richmond Player 1,Richmond,St Kilda,2025,3,19,16,9,8,3,5,2,0,1,2,6,0,1,92,159,170,Forward
Richmond Player 2,Richmond,St Kilda,2025,3,14,15,4,6,0,0,2,0,0,0,4,0,0,92,108,95,Midfielder
Richmond Player 3,Richmond,St Kilda,2025,3,13,4,1,3,0,0,1,0,1,2,0,1,0,90,70,72,Midfielder
Richmond Player 4,Richmond,St Kilda,2025,3,19,17,2,3,0,0,2,0,0,1,7,2,1,79,110,105,Defender
Richmond Player 5,Richmond,St Kilda,2025,3,20,4,1,7,0,0,1,2,0,0,9,0,1,87,99,85,Defender
St Kilda Player 1,St Kilda,Sydney,2025,3,23,3,10,8,3,20,0,0,2,2,3,1,1,78,154,148,Defender
St Kilda Player 2,St Kilda,Sydney,2025,3,12,16,9,6,0,0,1,1,1,1,4,2,1,84,126,111,Defender
St Kilda Player 3,St Kilda,Sydney,2025,3,24,9,4,5,0,0,1,2,2,1,6,2,1,86,135,126,Midfielder
St Kilda Player 4,St Kilda,Sydney,2025,3,22,5,6,8,0,0,0,2,1,0,6,0,0,75,132,122,Ruck
St Kilda Player 5,St Kilda,Sydney,2025,3,17,7,2,7,0,0,0,2,1,0,4,0,1,84,105,106,Midfielder
Sydney Player 1,Sydney,West Coast,2025,3,11,15,1,8,25,20,2,2,2,1,1,0,1,92,136,133,Defender
Sydney Player 2,Sydney,West Coast,2025,3,13,9,3,6,0,0,1,2,2,2,6,1,0,80,104,89,Ruck
Sydney Player 3,Sydney,West Coast,2025,3,9,12,4,3,0,0,0,2,1,2,8,0,1,82,83,72,Midfielder
Sydney Player 4,Sydney,West Coast,2025,3,8,13,3,7,0,0,2,0,0,0,4,0,1,81,87,89,Midfielder
Sydney Player 5,Sydney,West Coast,2025,3,17,16,10,6,0,0,0,0,2,1,8,1,1,80,150,158,Midfielder
West Coast Player 1,West Coast,Western Bulldogs,2025,3,20,9,1,8,17,37,1,2,0,2,6,0,0,90,132,136,Ruck
West Coast Player 2,West Coast,Western Bulldogs,2025,3,15,14,6,7,0,0,2,2,1,1,8,0,0,83,126,139,Defender
West Coast Player 3,West Coast,Western Bulldogs,2025,3,9,16,4,5,0,0,1,1,1,2,6,1,1,81,99,97,Midfielder
West Coast Player 4,West Coast,Western Bulldogs,2025,3,8,7,5,3,0,0,2,1,2,1,8,2,1,83,78,73,Ruck
West Coast Player 5,West Coast,Western Bulldogs,2025,3,9,6,8,4,0,0,1,1,0,0,9,1,0,75,79,73,Ruck
Western Bulldogs Player 1,Western Bulldogs,Adelaide,2025,3,14,6,1,1,28,3,0,1,0,1,0,1,0,77,90,102,Defender
Western Bulldogs Player 2,Western Bulldogs,Adelaide,2025,3,22,16,1,8,0,0,0,2,2,2,0,0,1,77,147,148,Defender
Western Bulldogs Player 3,Western Bulldogs,Adelaide,2025,3,8,11,1,7,0,0,2,0,2,1,8,0,1,90,90,101,Midfielder
Western Bulldogs Player 4,Western Bulldogs,Adelaide,2025,3,16,5,5,6,0,0,1,0,1,1,0,2,1,82,104,114,Midfielder
Western Bulldogs Player 5,Western Bulldogs,Adelaide,2025,3,14,5,10,3,0,0,0,0,0,0,6,1,0,76,94,88,Ruck
Adelaide Player 1,Adelaide,Brisbane,2025,4,19,16,2,3,5,10,2,0,1,2,2,2,1,80,120,131,Forward
Adelaide Player 2,Adelaide,Brisbane,2025,4,13,10,9,7,0,0,0,0,2,2,6,1,1,94,128,122,Forward
Adelaide Player 3,Adelaide,Brisbane,2025,4,18,11,7,5,0,0,1,1,2,2,4,2,0,85,131,129,Ruck
Adelaide Player 4,Adelaide,Brisbane,2025,4,9,16,6,1,0,0,1,2,2,1,3,0,1,82,94,82,Forward
Adelaide Player 5,Adelaide,Brisbane,2025,4,10,17,3,3,0,0,2,0,0,1,7,0,0,87,86,73,Forward
Brisbane Player 1,Brisbane,Carlton,2025,4,21,13,10,3,13,15,2,2,1,2,7,0,0,77,152,156,Midfielder
Brisbane Player 2,Brisbane,Carlton,2025,4,8,11,5,5,0,0,0,1,2,2,1,2,0,92,95,84,Forward
Brisbane Player 3,Brisbane,Carlton,2025,4,8,7,6,3,0,0,0,2,2,0,6,2,0,88,80,67,Ruck
Brisbane Player 4,Brisbane,Carlton,2025,4,10,9,10,2,0,0,0,2,1,2,6,0,1,90,94,92,Midfielder
Brisbane Player 5,Brisbane,Carlton,2025,4,9,13,10,4,0,0,1,2,2,2,3,2,0,86,113,112,Defender
Carlton Player 1,Carlton,Collingwood,2025,4,21,3,4,5,7,14,1,2,1,1,3,1,0,88,115,121,Defender
Carlton Player 2,Carlton,Collingwood,2025,4,21,7,7,5,0,0,2,1,1,2,5,0,0,91,126,140,Defender
Carlton Player 3,Carlton,Collingwood,2025,4,15,7,10,6,0,0,1,0,0,1,4,0,1,84,114,115,Midfielder
Carlton Player 4,Carlton,Collingwood,2025,4,19,17,7,3,0,0,0,1,2,2,2,0,1,92,138,135,Midfielder
Carlton Player 5,Carlton,Collingwood,2025,4,18,3,8,7,0,0,2,0,2,0,6,1,0,88,124,110,Midfielder
Collingwood Player 1,Collingwood,Essendon,2025,4,13,3,4,3,10,8,2,1,1,2,4,0,1,85,87,91,Ruck
Collingwood Player 2,Collingwood,Essendon,2025,4,18,7,4,5,0,0,0,0,1,0,4,0,1,88,106,91,Defender
Collingwood Player 3,Collingwood,Essendon,2025,4,21,12,6,5,0,0,0,0,2,2,3,0,1,81,139,133,Midfielder
Collingwood Player 4,Collingwood,Essendon,2025,4,23,13,2,8,0,0,0,0,2,0,0,1,0,83,145,132,Defender
Collingwood Player 5,Collingwood,Essendon,2025,4,13,5,4,6,0,0,1,1,0,0,7,1,1,83,85,89,Midfielder
Essendon Player 1,Essendon,Fremantle,2025,4,22,3,6,8,22,4,2,1,2,2,4,1,0,88,158,157,Forward
Essendon Player 2,Essendon,Fremantle,2025,4,14,7,1,3,0,0,1,0,0,1,4,1,0,84,72,61,Ruck
Essendon Player 3,Essendon,Fremantle,2025,4,15,3,9,6,0,0,1,2,1,0,6,2,1,87,108,101,Ruck
Essendon Player 4,Essendon,Fremantle,2025,4,13,4,2,2,0,0,1,2,0,1,4,2,0,77,62,64,Defender
Essendon Player 5,Essendon,Fremantle,2025,4,19,13,7,4,0,0,1,0,0,0,9,1,1,80,120,133,Forward
Fremantle Player 1,Fremantle,Geelong,2025,4,11,4,2,8,9,13,2,0,2,1,4,1,0,80,101,111,Forward
Fremantle Player 2,Fremantle,Geelong,2025,4,11,7,7,1,0,0,1,2,0,0,7,0,0,77,72,70,Midfielder
Fremantle Player 3,Fremantle,Geelong,2025,4,22,12,2,1,0,0,1,2,0,2,1,0,0,92,102,110,Forward
Fremantle Player 4,Fremantle,Geelong,2025,4,23,8,7,8,0,0,1,1,2,0,7,1,1,91,150,140,Forward
Fremantle Player 5,Fremantle,Geelong,2025,4,9,16,1,5,0,0,1,1,2,0,7,0,0,94,94,83,Defender
Geelong Player 1,Geelong,Gold Coast,2025,4,11,12,1,2,23,19,0,0,0,1,4,1,1,90,92,77,Ruck
Geelong Player 2,Geelong,Gold Coast,2025,4,17,10,9,4,0,0,2,0,2,2,0,2,1,85,128,129,Midfielder
Geelong Player 3,Geelong,Gold Coast,2025,4,16,15,2,7,0,0,0,1,1,2,6,1,0,93,120,111,Defender
Geelong Player 4,Geelong,Gold Coast,2025,4,10,4,5,1,0,0,1,0,2,1,9,1,1,75,70,55,Midfielder
Geelong Player 5,Geelong,Gold Coast,2025,4,16,17,9,4,0,0,2,1,2,1,8,2,0,93,138,141,Ruck
Gold Coast Player 1,Gold Coast,GWS,2025,4,17,15,2,3,3,21,0,1,2,2,3,1,0,83,116,113,Ruck
Gold Coast Player 2,Gold Coast,GWS,2025,4,7,8,3,6,0,0,1,1,2,2,6,2,1,94,84,94,Defender
Gold Coast Player 3,Gold Coast,GWS,2025,4,7,3,5,3,0,0,0,2,1,2,9,2,1,90,62,55,Defender
Gold Coast Player 4,Gold Coast,GWS,2025,4,22,8,4,3,0,0,2,1,1,1,1,0,0,75,113,103,Ruck
Gold Coast Player 5,Gold Coast,GWS,2025,4,24,14,2,2,0,0,0,2,1,0,2,0,0,93,120,117,Forward
GWS Player 1,GWS,Hawthorn,2025,4,21,4,3,6,7,36,0,0,0,1,1,0,0,87,112,102,Ruck
GWS Player 2,GWS,Hawthorn,2025,4,18,12,1,7,0,0,2,0,1,0,3,1,1,86,115,117,Defender
GWS Player 3,GWS,Hawthorn,2025,4,10,14,10,5,0,0,2,1,2,1,5,0,1,76,121,127,Forward
GWS Player 4,GWS,Hawthorn,2025,4,16,17,2,7,0,0,1,1,0,2,2,2,0,84,118,108,Defender
GWS Player 5,GWS,Hawthorn,2025,4,15,14,7,8,0,0,1,1,2,1,5,1,0,81,139,129,Midfielder
Hawthorn Player 1,Hawthorn,Melbourne,2025,4,21,13,6,3,2,33,1,2,2,2,6,1,0,92,135,144,Defender
Hawthorn Player 2,Hawthorn,Melbourne,2025,4,10,9,6,8,0,0,2,2,0,0,6,1,0,82,98,86,Midfielder
Hawthorn Player 3,Hawthorn,Melbourne,2025,4,7,11,5,7,0,0,1,1,2,0,3,2,0,76,98,105,Ruck
Hawthorn Player 4,Hawthorn,Melbourne,2025,4,9,5,10,8,0,0,0,0,2,0,8,2,0,79,111,99,Ruck
Hawthorn Player 5,Hawthorn,Melbourne,2025,4,6,14,3,7,0,0,1,1,0,0,3,1,0,86,83,89,Midfielder
Melbourne Player 1,Melbourne,North Melbourne,2025,4,6,6,8,3,28,0,0,0,2,2,4,0,0,84,108,122,Defender
Melbourne Player 2,Melbourne,North Melbourne,2025,4,8,13,4,3,0,0,0,2,1,2,0,2,0,82,82,84,Midfielder
Melbourne Player 3,Melbourne,North Melbourne,2025,4,10,17,7,6,0,0,0,2,2,1,0,1,1,89,122,113,Midfielder
Melbourne Player 4,Melbourne,North Melbourne,2025,4,18,13,3,7,0,0,2,2,2,0,2,0,0,93,129,140,Ruck
Melbourne Player 5,Melbourne,North Melbourne,2025,4,8,12,7,6,0,0,1,2,2,2,2,2,1,93,107,97,Ruck
North Melbourne Player 1,North Melbourne,Port Adelaide,2025,4,22,16,2,6,17,20,2,0,2,2,3,2,0,81,159,152,Defender
North Melbourne Player 2,North Melbourne,Port Adelaide,2025,4,21,12,10,1,0,0,0,0,1,0,8,1,1,88,127,112,Ruck
North Melbourne Player 3,North Melbourne,Port Adelaide,2025,4,18,14,8,7,0,0,2,1,0,1,1,2,0,76,135,147,Midfielder
North Melbourne Player 4,North Melbourne,Port Adelaide,2025,4,13,14,2,8,0,0,2,1,0,1,7,2,1,88,106,103,Forward
North Melbourne Player 5,North Melbourne,Port Adelaide,2025,4,10,14,1,1,0,0,2,0,1,1,6,0,1,85,72,62,Forward
Port Adelaide Player 1,Port Adelaide,Richmond,2025,4,11,17,10,8,26,0,1,0,0,0,7,0,0,91,155,144,Ruck
Port Adelaide Player 2,Port Adelaide,Richmond,2025,4,16,15,5,3,0,0,2,2,2,0,7,0,1,93,117,122,Midfielder
Port Adelaide Player 3,Port Adelaide,Richmond,2025,4,17,17,2,8,0,0,2,1,1,2,8,0,0,79,131,128,Midfielder
Port Adelaide Player 4,Port Adelaide,Richmond,2025,4,5,16,3,2,0,0,0,2,0,1,6,1,1,87,65,59,Forward
Port Adelaide Player 5,Port Adelaide,Richmond,2025,4,14,13,6,1,0,0,1,0,2,1,0,2,0,92,103,88,Forward
Richmond Player 1,Richmond,St Kilda,2025,4,5,3,7,6,1,3,1,2,2,1,4,1,0,84,80,83,Midfielder
Richmond Player 2,Richmond,St Kilda,2025,4,18,6,3,2,0,0,0,2,1,1,2,1,0,85,90,87,Ruck
Richmond Player 3,Richmond,St Kilda,2025,4,11,16,6,1,0,0,2,0,0,2,3,2,0,83,89,87,Midfielder
Richmond Player 4,Richmond,St Kilda,2025,4,7,16,9,8,0,0,1,1,1,1,7,2,0,89,119,106,Midfielder
Richmond Player 5,Richmond,St Kilda,2025,4,18,11,9,4,0,0,2,2,2,2,9,2,1,86,133,134,Defender
St Kilda Player 1,St Kilda,Sydney,2025,4,19,11,4,3,19,36,2,2,1,1,1,2,1,76,129,142,Ruck
St Kilda Player 2,St Kilda,Sydney,2025,4,11,14,1,4,0,0,0,0,0,2,4,0,0,88,82,70,Defender
St Kilda Player 3,St Kilda,Sydney,2025,4,11,6,7,2,0,0,1,1,0,0,3,2,1,78,74,68,Defender
St Kilda Player 4,St Kilda,Sydney,2025,4,15,4,4,4,0,0,2,0,1,1,0,1,1,76,88,89,Ruck
St Kilda Player 5,St Kilda,Sydney,2025,4,6,14,10,7,0,0,0,0,1,1,8,2,0,83,111,101,Defender
Sydney Player 1,Sydney,West Coast,2025,4,19,15,10,7,0,15,0,0,2,0,2,0,1,92,157,167,Defender
Sydney Player 2,Sydney,West Coast,2025,4,16,16,4,7,0,0,1,2,0,1,1,1,0,84,121,111,Ruck
Sydney Player 3,Sydney,West Coast,2025,4,7,7,10,4,0,0,1,1,0,0,3,0,0,84,81,92,Ruck
Sydney Player 4,Sydney,West Coast,2025,4,7,16,1,4,0,0,0,2,0,2,9,0,1,84,74,70,Ruck
Sydney Player 5,Sydney,West Coast,2025,4,15,17,8,6,0,0,1,0,1,2,8,1,0,94,135,134,Midfielder
West Coast Player 1,West Coast,Western Bulldogs,2025,4,18,7,2,1,23,18,1,1,1,2,8,2,1,85,109,94,Midfielder
West Coast Player 2,West Coast,Western Bulldogs,2025,4,8,13,3,2,0,0,0,2,2,1,9,0,0,90,80,94,Defender
West Coast Player 3,West Coast,Western Bulldogs,2025,4,20,15,7,2,0,0,1,2,2,0,2,2,0,85,131,126,Forward
West Coast Player 4,West Coast,Western Bulldogs,2025,4,24,3,6,7,0,0,0,0,0,0,2,2,1,80,124,129,Midfielder
West Coast Player 5,West Coast,Western Bulldogs,2025,4,5,5,10,8,0,0,0,0,2,0,8,2,0,87,99,111,Ruck
Western Bulldogs Player 1,Western Bulldogs,Adelaide,2025,4,10,17,1,8,21,3,2,2,2,1,9,1,1,81,133,121,Midfielder
Western Bulldogs Player 2,Western Bulldogs,Adelaide,2025,4,9,6,2,1,0,0,1,2,1,1,7,2,1,79,56,42,Ruck
Western Bulldogs Player 3,Western Bulldogs,Adelaide,2025,4,8,16,8,7,0,0,1,2,0,1,6,1,1,80,109,97,Midfielder
Western Bulldogs Player 4,Western Bulldogs,Adelaide,2025,4,7,14,6,6,0,0,0,1,0,0,9,2,1,83,91,100,Forward
Western Bulldogs Player 5,Western Bulldogs,Adelaide,2025,4,8,6,5,3,0,0,1,2,2,1,2,2,1,84,76,86,Forward
Adelaide Player 1,Adelaide,Brisbane,2025,5,5,10,9,3,5,24,1,2,1,0,1,0,0,89,85,79,Ruck
Adelaide Player 2,Adelaide,Brisbane,2025,5,16,11,10,3,0,0,0,0,0,2,2,0,1,87,114,119,Ruck
Adelaide Player 3,Adelaide,Brisbane,2025,5,10,4,3,4,0,0,0,0,0,1,6,1,0,84,64,55,Midfielder
Adelaide Player 4,Adelaide,Brisbane,2025,5,12,11,2,8,0,0,2,2,0,0,2,0,1,78,96,96,Forward
Adelaide Player 5,Adelaide,Brisbane,2025,5,6,12,8,8,0,0,0,1,1,2,8,1,0,81,106,112,Ruck
Brisbane Player 1,Brisbane,Carlton,2025,5,16,16,2,6,17,6,0,0,1,2,9,2,1,75,135,134,Defender
Brisbane Player 2,Brisbane,Carlton,2025,5,7,14,4,2,0,0,0,2,1,2,4,2,1,82,77,85,Ruck
Brisbane Player 3,Brisbane,Carlton,2025,5,14,7,1,1,0,0,0,2,2,0,6,2,1,89,75,76,Defender
Brisbane Player 4,Brisbane,Carlton,2025,5,12,5,7,8,0,0,2,1,2,2,5,2,0,84,113,112,Ruck
Brisbane Player 5,Brisbane,Carlton,2025,5,21,7,8,5,0,0,1,1,0,2,1,0,0,80,123,112,Defender
Carlton Player 1,Carlton,Collingwood,2025,5,6,17,10,7,14,28,2,1,2,0,8,1,1,77,136,143,Forward
Carlton Player 2,Carlton,Collingwood,2025,5,21,9,2,3,0,0,0,1,1,2,0,0,1,83,107,96,Midfielder
Carlton Player 3,Carlton,Collingwood,2025,5,19,9,3,3,0,0,2,2,2,1,0,1,0,86,109,112,Ruck
Carlton Player 4,Carlton,Collingwood,2025,5,16,3,9,3,0,0,0,1,2,2,3,1,1,86,107,103,Midfielder
Carlton Player 5,Carlton,Collingwood,2025,5,8,14,6,8,0,0,0,2,2,1,3,2,0,89,115,108,Ruck
Collingwood Player 1,Collingwood,Essendon,2025,5,5,8,8,6,6,4,1,0,0,1,6,1,1,81,86,100,Defender
Collingwood Player 2,Collingwood,Essendon,2025,5,23,15,6,1,0,0,2,2,1,0,8,1,0,82,127,136,Midfielder
Collingwood Player 3,Collingwood,Essendon,2025,5,10,12,5,6,0,0,1,2,2,1,9,0,0,92,106,101,Forward
Collingwood Player 4,Collingwood,Essendon,2025,5,18,5,10,2,0,0,2,1,2,2,8,1,1,79,116,111,Forward
Collingwood Player 5,Collingwood,Essendon,2025,5,9,13,5,3,0,0,0,1,0,1,1,2,1,85,81,87,Midfielder
Essendon Player 1,Essendon,Fremantle,2025,5,7,5,3,3,8,19,2,1,0,0,2,0,0,85,60,56,Forward
Essendon Player 2,Essendon,Fremantle,2025,5,5,11,1,7,0,0,0,1,2,0,3,1,1,78,80,74,Forward
Essendon Player 3,Essendon,Fremantle,2025,5,14,8,3,4,0,0,0,1,0,0,6,2,1,88,83,80,Forward
Essendon Player 4,Essendon,Fremantle,2025,5,24,4,4,1,0,0,2,1,1,2,4,0,0,89,104,110,Defender
Essendon Player 5,Essendon,Fremantle,2025,5,10,11,3,1,0,0,1,0,1,2,3,0,1,91,73,59,Ruck
Fremantle Player 1,Fremantle,Geelong,2025,5,19,4,8,7,13,27,2,2,0,2,1,1,0,76,132,137,Ruck
Fremantle Player 2,Fremantle,Geelong,2025,5,17,14,6,1,0,0,2,2,0,2,2,0,1,91,103,110,Defender
Fremantle Player 3,Fremantle,Geelong,2025,5,12,9,3,3,0,0,1,2,0,1,3,2,1,93,76,87,Forward
Fremantle Player 4,Fremantle,Geelong,2025,5,6,14,3,4,0,0,0,1,2,1,3,0,1,75,84,92,Midfielder
Fremantle Player 5,Fremantle,Geelong,2025,5,7,17,4,4,0,0,2,0,1,0,8,2,0,92,89,81,Midfielder
Geelong Player 1,Geelong,Gold Coast,2025,5,20,15,8,5,8,35,2,1,2,1,7,2,1,89,155,169,Forward
Geelong Player 2,Geelong,Gold Coast,2025,5,20,7,8,1,0,0,1,1,2,0,0,0,1,79,114,101,Defender
Geelong Player 3,Geelong,Gold Coast,2025,5,24,4,6,3,0,0,1,1,2,1,3,0,1,89,123,136,Ruck
Geelong Player 4,Geelong,Gold Coast,2025,5,16,13,7,6,0,0,2,2,0,2,1,1,1,89,121,107,Forward
Geelong Player 5,Geelong,Gold Coast,2025,5,17,11,8,7,0,0,2,2,2,0,3,1,0,87,137,148,Forward
Gold Coast Player 1,Gold Coast,GWS,2025,5,22,11,1,1,17,14,0,0,1,2,9,2,1,94,120,113,Forward
Gold Coast Player 2,Gold Coast,GWS,2025,5,21,17,3,2,0,0,1,2,2,1,5,1,1,80,127,117,Defender
Gold Coast Player 3,Gold Coast,GWS,2025,5,14,14,7,6,0,0,0,2,1,0,5,2,0,80,121,121,Forward
Gold Coast Player 4,Gold Coast,GWS,2025,5,17,13,8,4,0,0,1,0,0,2,0,1,1,89,119,128,Forward
Gold Coast Player 5,Gold Coast,GWS,2025,5,18,17,10,6,0,0,0,2,0,2,1,0,0,87,144,150,Midfielder
GWS Player 1,GWS,Hawthorn,2025,5,5,15,5,1,15,12,1,0,2,2,3,1,0,86,93,93,Midfielder
GWS Player 2,GWS,Hawthorn,2025,5,5,10,6,4,0,0,1,2,1,2,5,1,0,88,77,87,Ruck
GWS Player 3,GWS,Hawthorn,2025,5,5,16,5,1,0,0,2,1,1,2,5,0,0,81,74,85,Ruck
GWS Player 4,GWS,Hawthorn,2025,5,6,5,2,2,0,0,0,2,0,1,6,2,1,91,43,32,Defender
GWS Player 5,GWS,Hawthorn,2025,5,15,9,8,5,0,0,1,2,2,2,4,2,1,93,121,122,Defender
Hawthorn Player 1,Hawthorn,Melbourne,2025,5,22,17,7,3,29,22,0,1,1,1,5,2,1,88,169,161,Midfielder
Hawthorn Player 2,Hawthorn,Melbourne,2025,5,8,14,8,4,0,0,0,1,1,1,8,2,1,83,99,103,Defender
Hawthorn Player 3,Hawthorn,Melbourne,2025,5,14,11,8,8,0,0,0,1,2,1,1,1,1,77,133,122,Defender
Hawthorn Player 4,Hawthorn,Melbourne,2025,5,9,14,8,6,0,0,0,0,0,2,9,2,0,75,105,100,Ruck
Hawthorn Player 5,Hawthorn,Melbourne,2025,5,16,17,4,3,0,0,0,2,1,1,8,1,1,89,113,104,Ruck
Melbourne Player 1,Melbourne,North Melbourne,2025,5,6,10,2,7,12,29,1,0,2,1,8,2,0,86,97,94,Ruck
Melbourne Player 2,Melbourne,North Melbourne,2025,5,14,10,7,4,0,0,0,0,2,0,9,2,0,82,111,110,Ruck
Melbourne Player 3,Melbourne,North Melbourne,2025,5,16,8,6,4,0,0,0,1,0,2,3,2,1,86,100,107,Midfielder
Melbourne Player 4,Melbourne,North Melbourne,2025,5,11,10,4,4,0,0,1,1,2,2,1,1,1,76,95,86,Midfielder
Melbourne Player 5,Melbourne,North Melbourne,2025,5,12,10,3,4,0,0,2,1,2,0,0,0,1,86,93,102,Ruck
North Melbourne Player 1,North Melbourne,Port Adelaide,2025,5,15,16,6,8,12,6,1,2,1,2,3,0,1,75,147,151,Midfielder
North Melbourne Player 2,North Melbourne,Port Adelaide,2025,5,9,8,4,4,0,0,2,0,1,0,9,2,0,77,77,79,Ruck
North Melbourne Player 3,North Melbourne,Port Adelaide,2025,5,19,17,8,4,0,0,2,2,2,0,9,0,1,78,143,153,Midfielder
North Melbourne Player 4,North Melbourne,Port Adelaide,2025,5,15,14,10,1,0,0,1,2,1,2,4,2,1,84,115,116,Defender
North Melbourne Player 5,North Melbourne,Port Adelaide,2025,5,9,3,6,5,0,0,2,1,0,0,9,2,1,78,71,60,Forward
Port Adelaide Player 1,Port Adelaide,Richmond,2025,5,8,6,4,8,8,34,1,0,2,0,5,0,0,78,100,111,Defender
Port Adelaide Player 2,Port Adelaide,Richmond,2025,5,14,6,8,1,0,0,2,0,2,0,8,0,1,94,94,102,Ruck
Port Adelaide Player 3,Port Adelaide,Richmond,2025,5,21,9,10,8,0,0,0,2,1,2,1,1,1,77,151,141,Midfielder
Port Adelaide Player 4,Port Adelaide,Richmond,2025,5,11,12,10,8,0,0,0,1,0,2,4,2,1,75,121,112,Ruck
Port Adelaide Player 5,Port Adelaide,Richmond,2025,5,18,8,7,3,0,0,0,0,1,2,6,1,1,82,111,98,Midfielder
Richmond Player 1,Richmond,St Kilda,2025,5,11,9,5,6,23,26,0,2,2,2,3,2,0,88,127,120,Forward
Richmond Player 2,Richmond,St Kilda,2025,5,14,16,6,2,0,0,0,0,1,0,7,0,1,91,106,92,Ruck
Richmond Player 3,Richmond,St Kilda,2025,5,16,12,9,6,0,0,2,0,2,2,6,0,1,78,137,144,Defender
Richmond Player 4,Richmond,St Kilda,2025,5,24,5,6,7,0,0,0,2,0,2,2,0,1,78,130,128,Midfielder
Richmond Player 5,Richmond,St Kilda,2025,5,16,9,1,1,0,0,1,0,2,0,3,1,1,88,85,82,Ruck
St Kilda Player 1,St Kilda,Sydney,2025,5,24,8,2,4,4,38,1,1,0,2,7,0,1,84,116,106,Ruck
St Kilda Player 2,St Kilda,Sydney,2025,5,7,8,1,8,0,0,2,1,2,2,6,1,1,81,86,83,Midfielder
St Kilda Player 3,St Kilda,Sydney,2025,5,10,13,6,3,0,0,1,1,1,0,1,2,0,88,92,81,Forward
